TicketID,Airline,FlightNum,RewardsID,Price
HA3400938,HA,HA4863,HA78534,167.97671739871674
HA3818844,HA,HA4863,HA68350,198.4211232903581
HA7823575,HA,HA4863,DL18231,120.55823637963474
HA6500964,HA,HA4863,DL54068,218.73207390458452
HA8344932,HA,HA4863,HA56479,240.13866387657131
HA6196222,HA,HA4863,HA13954,180.80212320989006
HA2245256,HA,HA4863,DL37741,178.03165647043343
HA6313966,HA,HA4863,AS60554,101.72188957135458
HA7191726,HA,HA4863,SW93491,207.31557915255345
HA7105074,HA,HA4863,AA87795,75.3264883798808
HA2884713,HA,HA4863,SW77536,227.66124505936588
HA2278758,HA,HA4863,HA71283,161.90718107484082
HA8394347,HA,HA4863,SW59436,131.37622571870043
HA3089900,HA,HA4863,HA10477,102.27682856242875
HA6914801,HA,HA4863,SW66737,175.94644506572666
HA2676620,HA,HA4863,HA95722,177.20612061873877
HA8971795,HA,HA4863,HA42588,99.76907329342302
HA6335221,HA,HA4863,DL65488,79.00989958479798
HA9910689,HA,HA4863,SW78356,121.38262505505588
HA6809966,HA,HA4863,HA75095,106.05765680400592
HA3424541,HA,HA4863,AS40120,54.988992950248196
HA4516218,HA,HA4863,HA56037,80.40244400015615
HA8860864,HA,HA4863,SW61614,68.70926443742226
HA6412982,HA,HA4863,SW27593,123.9659542974758
HA1378236,HA,HA4863,SW89334,85.69308758371663
HA8994415,HA,HA4863,UA94437,102.93409468332418
HA9600048,HA,HA4863,UA43958,159.44516920135865
HA6582989,HA,HA4863,SW60558,140.35068073329307
HA1286854,HA,HA4863,AS70843,240.1969220594117
HA6646428,HA,HA4863,AA53095,205.95264401855832
HA8239669,HA,HA4863,DL27813,162.7036000162833
HA1325162,HA,HA4863,DL61566,106.54000745522158
HA5269973,HA,HA4863,SW62287,98.94287541498863
HA8862347,HA,HA4863,SW30623,170.64982261793858
HA4900072,HA,HA4863,AS15694,247.224044553968
HA3899619,HA,HA4863,HA85609,185.112102354107
HA8947466,HA,HA4863,UA48017,141.43132764783752
HA3699865,HA,HA4863,SW53658,207.03352143706306
HA8048031,HA,HA4863,UA36930,71.72242407264224
HA1376566,HA,HA4863,HA76939,102.84959385197583
HA1821478,HA,HA4863,AS63883,245.6565173109467
HA1648339,HA,HA4863,SW73257,71.65814381489741
HA3526494,HA,HA4863,AS63495,112.53668109754511
HA6975096,HA,HA4863,AA57800,248.02744780834087
HA4835694,HA,HA4863,HA52047,113.72870756866075
HA3049244,HA,HA4863,HA57381,185.5039333602942
HA7613099,HA,HA4863,DL40647,172.45927700673818
HA1350695,HA,HA4863,UA62713,233.14989519019468
HA9206248,HA,HA4863,DL21603,68.80507482488056
HA5574261,HA,HA4863,DL23343,114.5825906804259
HA8206729,HA,HA4863,DL83544,83.01365043378973
HA4285774,HA,HA4863,DL97892,157.27343292036562
HA9599107,HA,HA4863,HA92443,210.22605664522726
HA5402620,HA,HA4863,UA97610,118.35067512765767
HA5561779,HA,HA4863,HA84615,80.2931639533482
HA4348510,HA,HA4863,UA53039,153.58486847354953
HA9628277,HA,HA4863,HA41299,162.96878325602526
HA8098399,HA,HA4863,UA36672,131.75741232046812
HA1949269,HA,HA4863,DL47001,133.849079475451
HA4005337,HA,HA4863,DL38073,229.47540219400423
HA5826597,HA,HA4863,SW85809,110.81121159548637
HA6268708,HA,HA4863,SW78288,55.37623573229686
HA7761556,HA,HA4863,HA88097,64.54407897728196
HA6493304,HA,HA4863,DL71625,53.17907183148507
HA5847887,HA,HA4863,SW35002,173.5030442641252
HA7017380,HA,HA4863,HA36035,181.35777949793922
HA3678653,HA,HA4863,AS41233,64.51040965047481
HA1712554,HA,HA4863,SW31286,135.69924428999468
HA3252255,HA,HA4863,HA77766,75.67974796637222
HA7390496,HA,HA4863,AA64522,69.8969419770461
HA9412920,HA,HA4863,DL84585,76.74127426002568
HA9190125,HA,HA4863,UA33790,144.23770016806532
HA5320141,HA,HA4863,SW80968,126.10063548572283
HA6880521,HA,HA4863,HA34997,235.7465315017186
HA4078594,HA,HA4863,AA87250,242.67430463243267
HA6709997,HA,HA4863,AS39611,52.61103066155351
HA6850469,HA,HA4863,HA78903,240.67918856231444
HA3133268,HA,HA4863,HA70927,220.2626134608905
HA5367155,HA,HA4863,SW54009,128.07517097849768
HA4243611,HA,HA4863,DL64729,106.97750068743836
HA6113261,HA,HA4863,AA21139,166.70207753182333
HA1203724,HA,HA4863,SW45895,114.29099582587358
HA7838982,HA,HA4863,SW15188,82.82964035579248
HA7412137,HA,HA4863,AA31937,211.15202561316246
HA1930885,HA,HA4863,DL88243,91.8389548000369
HA4498531,HA,HA4863,HA42073,72.95699472044444
HA2094756,HA,HA4863,HA93952,214.20611840216517
HA4441641,HA,HA4863,HA32814,187.66317023078466
HA3295433,HA,HA4863,AS11886,77.49316422941806
HA5427786,HA,HA4863,SW35071,140.1039488061836
HA3209992,HA,HA4863,AA30649,216.44957680097755
HA3911089,HA,HA4863,DL64885,123.73141052224487
HA9621214,HA,HA4863,AA98419,239.11030545385387
HA5843017,HA,HA4863,HA36585,210.60355655588697
HA6811408,HA,HA4863,AS75403,53.93489872475015
HA3851139,HA,HA4863,SW79865,93.76275622385054
HA1537332,HA,HA4863,UA56009,133.96523790344293
HA2273437,HA,HA4863,AA20893,247.81255713518416
HA3163823,HA,HA4863,DL87963,180.86514301097466
HA5900074,HA,HA4863,UA42584,106.76782152410196
HA2029445,HA,HA4863,HA96447,229.2177687278661
HA2465339,HA,HA4863,AS49161,249.4247634147344
HA7348410,HA,HA4863,HA83191,219.90546676984465
HA6402287,HA,HA4863,SW84630,152.61681698163613
HA9464767,HA,HA4863,UA55540,212.03396486761528
HA9347042,HA,HA4863,DL15993,143.3193302304687
HA8863262,HA,HA4863,AA98003,217.90039533717794
HA7525437,HA,HA4863,DL54776,200.56816479124717
HA8989063,HA,HA4863,HA89951,116.22804851817973
HA6440108,HA,HA4863,SW46508,103.30408501875345
HA4576012,HA,HA4863,DL79262,243.86130686017245
HA5838614,HA,HA4863,HA84304,50.73564341975305
HA9065470,HA,HA4863,DL38946,235.0899659752092
HA2035677,HA,HA4863,AA64996,184.77120906473382
HA7113574,HA,HA4863,HA70083,208.53709914348303
HA2125356,HA,HA4863,AS18907,102.57398485034888
HA3522939,HA,HA4863,AS70021,130.41119007239865
HA1420592,HA,HA4863,UA74142,128.3298625604104
HA9551972,HA,HA4863,SW54938,67.15093515048996
HA8627411,HA,HA4863,AS56953,68.92495308304616
HA8396538,HA,HA4863,UA19669,202.36025772945078
HA1241723,HA,HA4863,AA62209,141.5392901511824
HA1184699,HA,HA4863,AA76968,229.01866119454002
HA8396152,HA,HA4863,AA32717,139.03670887827906
HA8217300,HA,HA4863,HA26623,59.11880621982981
HA2807300,HA,HA4863,AS43382,156.77326256025742
HA8618320,HA,HA4863,AA75192,214.53761592395645
HA4871897,HA,HA4863,DL10428,137.24841022824978
HA4113584,HA,HA4863,HA26005,90.2462896459672
HA7937756,HA,HA4863,SW92954,171.64020161213574
HA6952783,HA,HA4863,AA96146,141.54626917863442
HA2763303,HA,HA4863,HA17784,67.91234687377572
HA4759436,HA,HA4863,UA13496,122.47958108667167
HA5393087,HA,HA4863,AS30013,215.69072606257066
HA3271485,HA,HA4863,DL15481,147.31533021598125
HA2151319,HA,HA4863,AS86176,75.985831187054
HA6069437,HA,HA4863,UA26762,234.7285709640819
HA2152370,HA,HA4863,SW10814,103.68654643321422
HA9666936,HA,HA4863,UA79948,141.3006061788205
HA1436750,HA,HA4863,UA97024,166.90607624045745
HA1328327,HA,HA4863,HA97288,102.36347365518364
HA3160524,HA,HA4863,HA97360,174.351169691277
HA2304618,HA,HA4863,AS79263,121.2829982333258
HA3633504,HA,HA4863,UA59047,222.85836453447675
HA6960281,HA,HA4863,HA87927,195.01488122649658
HA2438976,HA,HA4863,AA62926,128.08851052093394
HA6454789,HA,HA4863,SW56512,148.7023659645693
HA1157682,HA,HA4863,HA56564,188.8027257712722
HA3415627,HA,HA4863,DL77502,117.64169840709073
HA4166941,HA,HA4863,AS45466,230.80521645940945
HA4746255,HA,HA4863,HA92068,147.60175043408407
HA1793279,HA,HA4863,DL54619,167.3959525605876
HA8331885,HA,HA4863,UA48690,73.86648525797625
HA5170562,HA,HA4863,HA22490,241.1783998624585
HA3394521,HA,HA4863,AA58834,225.61399455723992
HA3269747,HA,HA4863,UA95952,234.15577781374003
HA6411158,HA,HA4863,AA15962,107.61260454267173
HA3165993,HA,HA4863,AS95071,82.57625510593064
HA6304248,HA,HA4863,UA97939,209.511222558744
HA3915545,HA,HA4863,HA45284,212.57348593049377
HA8377965,HA,HA4863,DL37600,203.89374815054344
HA7337017,HA,HA4863,UA57368,71.10180194101174
HA5144534,HA,HA4863,SW73755,135.92121751053236
HA1869185,HA,HA4863,AS40799,100.20705708014799
HA5391553,HA,HA4863,HA72841,222.61802134376026
HA7358530,HA,HA4863,DL53307,50.16899718862034
HA1221844,HA,HA4863,SW89123,140.6556839720456
HA8097049,HA,HA4863,HA60222,177.5248572465515
HA6147994,HA,HA4863,SW46081,69.11962186324735
HA3747729,HA,HA4863,AA22457,197.7511870754856
HA8903862,HA,HA4863,AA46441,168.9701721541291
HA2670879,HA,HA4863,UA91577,220.22052767903736
HA6497513,HA,HA4863,AS60000,241.01894076041552
HA8939278,HA,HA4863,DL67319,182.62932721682319
HA5270219,HA,HA4863,HA33670,195.1803621736921
HA6386685,HA,HA4863,SW55379,205.21708580760466
HA1061162,HA,HA4863,DL66785,83.91897213044548
HA1960975,HA,HA4863,AS30218,239.9400453844744
HA3217711,HA,HA4863,SW75147,239.0615844887036
HA3210109,HA,HA4863,DL21777,136.75333615388237
HA3592470,HA,HA4863,HA98850,138.40347737355535
HA3096285,HA,HA4863,SW64535,136.37541423754948
HA9315697,HA,HA4863,SW60085,51.220409695018354
HA2930770,HA,HA4863,AS65902,138.20448095046288
HA5463207,HA,HA4863,UA45457,180.6675148456019
HA8509374,HA,HA4863,DL29854,235.1108354344744
HA3676426,HA,HA4863,UA67988,184.60477259814664
HA4641140,HA,HA4863,SW41718,112.86522874209952
HA4993609,HA,HA4863,HA89112,53.5148431939249
HA7224826,HA,HA4863,DL51892,170.34393933746378
HA6467101,HA,HA4863,AA25325,54.159021732749444
HA5409086,HA,HA4863,DL48929,241.3027558628978
HA2994974,HA,HA4863,AA71202,201.07072977499914
HA8169219,HA,HA4863,AS64584,244.56840790455425
HA8977646,HA,HA4863,UA68906,248.57372957521613
HA9884009,HA,HA4863,SW78585,172.4508557114143
HA4940202,HA,HA4863,HA32533,146.51495745849672
HA9438666,HA,HA4863,UA85516,79.61019450135645
HA9591279,HA,HA4863,AA17568,226.45041892269998
HA2226419,HA,HA4863,AA16351,228.6212374204303
HA7169162,HA,HA4863,SW12591,176.15701405478183
HA2822082,HA,HA4863,SW12388,82.91020709219231
HA9934610,HA,HA4863,HA64985,195.31399960488423
HA5335265,HA,HA4863,SW59204,151.15489356548636
HA3202394,HA,HA4863,UA63600,187.71767918555835
HA7833025,HA,HA4863,HA90227,233.15481326838486
HA2591149,HA,HA4863,DL50742,172.9219134767961
HA9334906,HA,HA4863,SW49176,178.18648822130214
HA4993407,HA,HA4863,AA67253,169.28131391964646
HA4116401,HA,HA4863,UA57035,50.24219816251261
HA5825968,HA,HA4863,SW95753,93.17861683716957
HA1342472,HA,HA4863,HA21698,239.3401042598328
HA4181087,HA,HA4863,AA31916,201.19962160015544
HA5612405,HA,HA4863,UA75657,245.02819170554716
HA6731432,HA,HA4863,AA69675,200.22164897161346
HA5111677,HA,HA4863,AS56146,122.86184364484873
HA8518527,HA,HA4863,SW29573,198.16033911898973
HA4917918,HA,HA4863,AS80697,62.723948814564935
HA4506812,HA,HA4863,HA82905,225.82222725868667
HA6458788,HA,HA4863,HA82715,133.66635946975742
HA5276476,HA,HA4863,HA87534,135.38541065168397
HA7803869,HA,HA4863,AS30731,226.10923821362834
HA2861640,HA,HA4863,HA90433,187.17615704887137
HA6602400,HA,HA4863,UA24423,238.9929117141701
HA2733141,HA,HA4863,SW95388,160.8257067382978
HA1423548,HA,HA4863,UA39340,216.2310138769365
HA1551390,HA,HA4863,UA60823,193.05345742205307
HA6119179,HA,HA4863,AS22743,79.39451545558482
HA3887868,HA,HA4863,SW62486,69.36966963185476
HA2272596,HA,HA4863,DL42652,245.66240553198492
HA6572938,HA,HA4863,AS51870,212.42304444204382
HA4329035,HA,HA4863,DL34565,74.71098078787672
HA9724584,HA,HA4863,UA41791,100.07864732045988
HA2307229,HA,HA4863,HA11216,162.66703418112982
HA2096648,HA,HA4863,HA35370,84.40681640310537
HA1030087,HA,HA4863,AS34024,92.68937537666584
HA5405786,HA,HA4863,AS39836,235.73445246165772
HA5213747,HA,HA4863,DL63482,106.75519064011908
HA5646206,HA,HA4863,AS66069,127.61771353285624
HA6040192,HA,HA4863,UA84008,148.96958567717058
HA9622973,HA,HA4863,AS54620,231.19498161763735
HA3933119,HA,HA4863,SW40029,237.85298721392743
HA9229966,HA,HA4863,DL79916,132.4528822014014
HA8598617,HA,HA4863,AS33284,139.66019585704436
HA2772388,HA,HA4863,AA74212,91.51511109554508
HA8458394,HA,HA4863,SW25865,131.58002033129094
HA2465941,HA,HA4863,AS10293,77.5444190521375
HA3911333,HA,HA4863,UA42080,191.29782801202072
HA9430228,HA,HA4863,UA80145,196.36681336121404
HA1258464,HA,HA4863,AA54923,146.98614123187292
HA2945769,HA,HA4863,AS38603,229.93224401060678
HA7311586,HA,HA4863,AA28179,139.95283511686236
HA7460402,HA,HA4863,DL62904,229.06294705387694
HA6329565,HA,HA4863,UA52318,92.56782787069562
HA2578495,HA,HA4863,UA48782,50.836093128600666
HA5243017,HA,HA4863,DL97055,89.08908731013824
HA8326060,HA,HA4863,SW76174,149.68180521930603
HA8403986,HA,HA4863,AS70625,191.09648747546012
HA5411634,HA,HA4863,HA65086,225.80799575322504
HA7567360,HA,HA4863,AA54632,56.67669744197408
HA3995582,HA,HA4863,HA25526,89.81075974285102
AS9273394,AS,AS5805,UA69844,161.4720940128472
AS9260565,AS,AS5805,AS23683,88.77704957919785
AS2989227,AS,AS5805,AA37162,244.10300286780108
AS8698282,AS,AS5805,HA19242,212.31533935822893
AS9161475,AS,AS5805,HA99494,156.2371733042117
AS5110255,AS,AS5805,AS59654,176.95598199924842
AS2659482,AS,AS5805,DL73077,204.9432022933622
AS4726006,AS,AS5805,AA12105,211.67084537046955
AS4059467,AS,AS5805,AA30228,106.07082221314926
AS9666713,AS,AS5805,HA18356,50.95149937978027
AS9438240,AS,AS5805,UA45874,63.86518371859835
AS3372179,AS,AS5805,SW51819,180.54050641701383
AS4259882,AS,AS5805,DL39334,130.7161675837911
AS7772938,AS,AS5805,AA16074,56.30437813678248
AS8679498,AS,AS5805,HA16719,152.9969913956815
AS5448005,AS,AS5805,HA47892,102.50640199917562
AS7152112,AS,AS5805,AS22928,117.8177756992347
AS9524513,AS,AS5805,HA87070,152.99030529503568
AS2009318,AS,AS5805,SW21580,192.41751664597103
AS4247861,AS,AS5805,DL65053,126.4147513346434
AS7614328,AS,AS5805,AA45674,184.01666737838184
AS3000050,AS,AS5805,SW72463,215.85863227016867
AS4200498,AS,AS5805,AS97181,246.11000265725033
AS6764637,AS,AS5805,DL62358,86.21440916491234
AS2257924,AS,AS5805,AA90028,230.603146800123
AS5595727,AS,AS5805,UA97479,110.54674237978664
AS2778592,AS,AS5805,UA72151,201.64283801533153
AS9981873,AS,AS5805,UA54684,60.355216641380125
AS7339462,AS,AS5805,DL14546,174.14595535426423
AS6888310,AS,AS5805,DL71605,216.70864631056776
AS7142013,AS,AS5805,UA37681,130.36657945089402
AS3595461,AS,AS5805,SW62940,180.9166521955365
AS6377589,AS,AS5805,SW90861,154.53358097117106
AS8411416,AS,AS5805,HA56418,87.1024685173833
AS3513632,AS,AS5805,DL57078,244.8646746071676
AS1657389,AS,AS5805,DL13811,206.97030544594526
AS3070174,AS,AS5805,AA86780,82.01487102243064
AS5014820,AS,AS5805,HA74935,223.85477077760464
AS6715472,AS,AS5805,HA95960,71.03209420684355
AS9358412,AS,AS5805,UA60382,137.45383704971673
AS4215454,AS,AS5805,HA54320,217.32721764241393
AS7377944,AS,AS5805,UA95743,174.30575012780534
AS6052533,AS,AS5805,DL48444,89.72047776199034
AS8381661,AS,AS5805,SW34756,222.13724734441507
AS2071409,AS,AS5805,DL88690,84.73061107464066
AS1379070,AS,AS5805,AS73833,86.86276066050303
AS4797479,AS,AS5805,DL63301,180.55805531378243
AS9283510,AS,AS5805,AS58029,88.27540607378171
AS8397692,AS,AS5805,HA75313,130.09500367065078
AS6094092,AS,AS5805,UA23880,178.51402443286372
AS1395988,AS,AS5805,SW30250,71.23034845431948
AS6606373,AS,AS5805,HA72991,208.00165044937307
AS7001383,AS,AS5805,AS62216,165.00848141030488
AS2353529,AS,AS5805,SW66068,91.07949154148463
AS6803278,AS,AS5805,HA95298,191.66822627173795
AS9997112,AS,AS5805,HA88285,148.73901302548552
AS2952589,AS,AS5805,DL27485,186.42775325876408
AS2722956,AS,AS5805,DL79809,200.71829225263426
AS1642437,AS,AS5805,HA85873,129.4893863567545
AS9994647,AS,AS5805,AA42777,53.455900871709105
AS6023397,AS,AS5805,HA48574,149.5548109141539
AS4547540,AS,AS5805,AS81274,149.6087836405705
AS2288327,AS,AS5805,AA15205,89.4601374938689
AS6791579,AS,AS5805,UA88143,127.97184109319471
AS5789289,AS,AS5805,AA43801,66.51049339443787
AS3700836,AS,AS5805,DL91548,216.41846824620848
AS8178222,AS,AS5805,SW85931,171.88597617958902
AS9352739,AS,AS5805,DL89165,145.70585563740616
AS8604112,AS,AS5805,DL94781,72.47216355352155
AS5447023,AS,AS5805,HA58402,112.41164558291067
AS7549265,AS,AS5805,DL28370,60.92248255469093
AS8510447,AS,AS5805,AS59254,162.57487145966076
AS1951665,AS,AS5805,SW34954,59.432675789474445
AS2691955,AS,AS5805,UA24380,100.12941657037976
AS1975155,AS,AS5805,HA25953,150.1547337058517
AS1797260,AS,AS5805,AA56612,182.56841660408983
AS5025995,AS,AS5805,SW95759,119.87018401895548
AS5303099,AS,AS5805,DL95811,89.08955803407346
AS5636658,AS,AS5805,SW83970,96.69172757034805
AS3520633,AS,AS5805,SW84873,218.81694741053266
AS6383576,AS,AS5805,DL32295,202.70529833628225
AS5781396,AS,AS5805,SW53412,142.18557389633287
AS6121673,AS,AS5805,AA36932,163.8597496584504
AS5582094,AS,AS5805,AA30625,205.21617497216607
AS6724210,AS,AS5805,SW78321,129.17872132092901
AS5059940,AS,AS5805,DL93803,242.99298350250865
AS2087286,AS,AS5805,UA60894,177.82008737078368
AS2098673,AS,AS5805,AS98904,233.75151109456692
AS5692246,AS,AS5805,DL33603,78.36314244549229
AS2084694,AS,AS5805,SW31973,127.8076828281285
AS7082161,AS,AS5805,AA57899,117.39737464761258
AS5390124,AS,AS5805,SW39089,91.37861998165889
AS2427758,AS,AS5805,HA17060,63.56551535409747
AS3801300,AS,AS5805,DL14919,207.4481451071678
AS3093155,AS,AS5805,DL70598,113.66108166669208
AS9350644,AS,AS5805,AS30409,84.24542227604562
AS4184146,AS,AS5805,AA58625,129.1117076170317
AS3912553,AS,AS5805,HA49606,175.83963136640608
AS1041074,AS,AS5805,DL41242,183.2523497830264
AS5887317,AS,AS5805,HA89659,107.80426234278242
AS5249702,AS,AS5805,DL59379,54.26670242397329
AS2519673,AS,AS5805,AA96372,169.54087961130057
AS8340832,AS,AS5805,SW12338,100.8246124705789
AS5663643,AS,AS5805,SW23360,133.992111959886
AS9645327,AS,AS5805,HA13267,187.9997633717427
AS3912654,AS,AS5805,UA74127,80.89573614597252
AS3733152,AS,AS5805,SW92430,230.42197611828047
AS4799827,AS,AS5805,UA93059,196.61074092172305
AS9732992,AS,AS5805,UA76146,242.24115474851945
AS6113777,AS,AS5805,AA98664,133.7131628347843
AS9659340,AS,AS5805,SW84292,243.98438315153754
AS2217317,AS,AS5805,UA88886,52.22215368749168
AS1407991,AS,AS5805,AA64801,181.57559712821129
AS4652613,AS,AS5805,UA61485,190.51475805455487
AS2419752,AS,AS5805,SW31370,160.7876684043892
AS4629313,AS,AS5805,SW80192,167.70281222668535
AS7199962,AS,AS5805,AA88083,186.05109624902622
AS5979746,AS,AS5805,AS51286,161.96396812048386
AS2572052,AS,AS5805,SW54973,116.07382156539163
AS5013547,AS,AS5805,SW28673,92.94208273969087
AS1010285,AS,AS5805,UA58451,106.03871655588175
AS7156174,AS,AS5805,AS62841,224.84066253415276
AS9705550,AS,AS5805,DL69873,99.59478298741955
AS6101284,AS,AS5805,SW78028,99.06697003789671
AS3443196,AS,AS5805,UA80757,195.8873805411213
AS6928549,AS,AS5805,HA30662,58.62908838441285
AS5705155,AS,AS5805,UA82286,129.64295329261526
AS9592926,AS,AS5805,HA55467,242.3818313962684
AS8597992,AS,AS5805,SW47535,98.58405323409676
AS4275804,AS,AS5805,HA40875,88.10452098786641
AS5826302,AS,AS5805,DL97740,222.154829039076
AS7824199,AS,AS5805,AS28737,99.62571861197344
AS9888231,AS,AS5805,AA67172,245.53583148164003
AS1799851,AS,AS5805,HA53520,66.68943824748786
AS4729382,AS,AS5805,SW66812,60.604356376467685
AS5951436,AS,AS5805,AS77652,196.29289219461833
AS9037749,AS,AS5805,HA58942,54.82913631642812
AS2758588,AS,AS5805,AA40289,81.41174672900313
AS9903228,AS,AS5805,AS68533,107.32340063433492
HA3122124,HA,HA4920,SW51799,59.877402220698905
HA1263816,HA,HA4920,HA46663,119.75930393141772
HA8816952,HA,HA4920,HA44116,193.30082447561384
HA9523277,HA,HA4920,AS74421,197.11566903513736
HA9621812,HA,HA4920,SW18358,82.04803633064648
HA1954767,HA,HA4920,UA26081,229.93850104286867
HA5372186,HA,HA4920,HA52722,144.70843229077678
HA6984878,HA,HA4920,AA71692,174.78377454396485
HA7673535,HA,HA4920,HA99500,107.13978840057585
HA1675210,HA,HA4920,AA85874,197.85261983350188
HA7597136,HA,HA4920,UA80413,53.03102267605419
HA3044594,HA,HA4920,DL73360,244.52676639553823
HA8119968,HA,HA4920,UA70939,139.91279655241095
HA5029938,HA,HA4920,UA73317,51.55147389891348
HA2271258,HA,HA4920,AA67216,212.01416400945755
HA9979308,HA,HA4920,AA49943,179.35556271994705
HA3951556,HA,HA4920,HA21294,54.53385390750554
HA8635395,HA,HA4920,UA21110,236.98738349947905
HA8220747,HA,HA4920,DL38556,50.56474262235733
HA4482619,HA,HA4920,SW57347,186.5224794659961
HA2315247,HA,HA4920,AA46960,249.30957100522028
HA2673179,HA,HA4920,DL91209,125.87767328163832
HA3541570,HA,HA4920,AS94336,121.20692027920231
HA5326747,HA,HA4920,AA85502,175.73658124689828
HA9903263,HA,HA4920,DL81529,114.08355340037201
HA6465179,HA,HA4920,SW19062,216.1217477616478
HA8667404,HA,HA4920,SW79886,71.05385364594497
HA9170769,HA,HA4920,SW19669,67.08548388828564
HA3892700,HA,HA4920,HA97231,228.41827650473806
HA9840975,HA,HA4920,AA82035,104.19845063911137
HA8585669,HA,HA4920,SW43132,123.31308398951737
HA8459601,HA,HA4920,HA88630,233.7128869936426
HA3200093,HA,HA4920,AS45831,176.65089860744337
HA2085178,HA,HA4920,UA66760,189.9350865117833
HA6952769,HA,HA4920,SW52481,80.17029269440647
HA1508703,HA,HA4920,UA59927,226.32378719207048
HA2600669,HA,HA4920,AA21333,162.21758537834404
HA3983839,HA,HA4920,AA43543,125.23325180100424
HA7847040,HA,HA4920,AA73712,227.35436190078758
HA8076585,HA,HA4920,UA94374,81.38919075163415
HA2240256,HA,HA4920,AS66379,106.13141821567743
HA2694972,HA,HA4920,UA69440,81.97410615910525
HA3178545,HA,HA4920,AA75706,93.90346815306354
HA7807102,HA,HA4920,DL30686,123.64654087863383
HA7699008,HA,HA4920,AS76886,154.87680370570646
HA2913714,HA,HA4920,UA66772,205.02627138510255
HA7269099,HA,HA4920,HA78885,60.09688283406696
HA9443536,HA,HA4920,HA99511,82.0046672045
HA5330314,HA,HA4920,UA33790,123.70765139809133
HA7878799,HA,HA4920,AA90974,120.78811017107087
HA5455714,HA,HA4920,AS31430,89.28973653696801
HA7260823,HA,HA4920,HA31546,51.43041024248336
HA9051356,HA,HA4920,DL61116,78.01678018815346
HA1936550,HA,HA4920,SW53622,73.36450620485124
HA9395528,HA,HA4920,HA17651,108.5670957490411
HA8518555,HA,HA4920,UA50130,139.81654885714045
HA8546494,HA,HA4920,UA36886,81.98922156696125
HA7832590,HA,HA4920,UA24621,240.83987912756086
HA3047428,HA,HA4920,DL57561,247.01634799936494
HA9044273,HA,HA4920,AS72582,153.55082804175086
HA8730120,HA,HA4920,HA47049,224.64043229377023
HA6750043,HA,HA4920,AS94653,154.63289466507027
HA5255365,HA,HA4920,DL63601,161.49313770678282
HA9626820,HA,HA4920,AA53929,238.70194434619222
HA4251457,HA,HA4920,UA89990,150.0778860913432
HA3765820,HA,HA4920,SW73019,199.70027780069339
HA1172406,HA,HA4920,DL57385,211.33302557231048
HA8659304,HA,HA4920,SW15055,63.72787924243715
